ID,case,name,period,month,inflow_share,outflow_share
1742,stable,John W. Flannagan Lake,early,1,0.12232824122885273,0.10943945158352604
1742,stable,John W. Flannagan Lake,early,2,0.11262248131268932,0.10597277430453891
1742,stable,John W. Flannagan Lake,early,3,0.13560013525602602,0.12162380387375174
1742,stable,John W. Flannagan Lake,early,4,0.16234140151249812,0.09526141864558237
1742,stable,John W. Flannagan Lake,early,5,0.10958424158521574,0.10910252375685836
1742,stable,John W. Flannagan Lake,early,6,0.08585527168266038,0.08982346193169517
1742,stable,John W. Flannagan Lake,early,7,0.052221970512484714,0.051323896417002454
1742,stable,John W. Flannagan Lake,early,8,0.03746315952064367,0.04015435828858796
1742,stable,John W. Flannagan Lake,early,9,0.034578341008633266,0.039415372596625635
1742,stable,John W. Flannagan Lake,early,10,0.027692067219577107,0.06710914861367437
1742,stable,John W. Flannagan Lake,early,11,0.04505499878177907,0.08547010009090272
1742,stable,John W. Flannagan Lake,early,12,0.07465769037893982,0.0853036898972543
1742,stable,John W. Flannagan Lake,late,1,0.11372714177607866,0.10003863234300091
1742,stable,John W. Flannagan Lake,late,2,0.12233409495554604,0.12554671953100566
1742,stable,John W. Flannagan Lake,late,3,0.16659674232820967,0.16621863363715503
1742,stable,John W. Flannagan Lake,late,4,0.13824583751634942,0.07500308711746025
1742,stable,John W. Flannagan Lake,late,5,0.10273206231306482,0.09706718175935729
1742,stable,John W. Flannagan Lake,late,6,0.04344808169457819,0.042901216752518796
1742,stable,John W. Flannagan Lake,late,7,0.048664826792129544,0.04780597859781529
1742,stable,John W. Flannagan Lake,late,8,0.037349286147643865,0.03770360171138031
1742,stable,John W. Flannagan Lake,late,9,0.02674431815525987,0.027786711211923908
1742,stable,John W. Flannagan Lake,late,10,0.03127757509698748,0.059402599250570016
1742,stable,John W. Flannagan Lake,late,11,0.049248319431261525,0.09743726881177693
1742,stable,John W. Flannagan Lake,late,12,0.11963171379289098,0.1230883692760356
1036,stable,Bull Shoals Lake,early,1,0.0855600882029073,0.07250119741884324
1036,stable,Bull Shoals Lake,early,2,0.09626738105148375,0.10314661643895835
1036,stable,Bull Shoals Lake,early,3,0.12098291074784859,0.06699432314184457
1036,stable,Bull Shoals Lake,early,4,0.16031529523584953,0.0886343880727495
1036,stable,Bull Shoals Lake,early,5,0.11879246144736307,0.05159666082241504
1036,stable,Bull Shoals Lake,early,6,0.0704240398187171,0.09525922674674729
1036,stable,Bull Shoals Lake,early,7,0.08743852148218308,0.13725877020793212
1036,stable,Bull Shoals Lake,early,8,0.06856861275081265,0.1298434298392641
1036,stable,Bull Shoals Lake,early,9,0.05433322257822525,0.07206082787125827
1036,stable,Bull Shoals Lake,early,10,0.025885344128717624,0.06552840213778187
1036,stable,Bull Shoals Lake,early,11,0.03988581927230665,0.05778242994677435
1036,stable,Bull Shoals Lake,early,12,0.07154630328358529,0.059393727355431275
1036,stable,Bull Shoals Lake,late,1,0.08828772496811557,0.10377935919318144
1036,stable,Bull Shoals Lake,late,2,0.07028764441759466,0.07831862249933326
1036,stable,Bull Shoals Lake,late,3,0.10367261433338408,0.0768684909771902
1036,stable,Bull Shoals Lake,late,4,0.13841666335240768,0.0847571225272386
1036,stable,Bull Shoals Lake,late,5,0.17856392456618478,0.08148074388449618
1036,stable,Bull Shoals Lake,late,6,0.08645545260757188,0.10370472388005679
1036,stable,Bull Shoals Lake,late,7,0.06946503791469665,0.08401588770871328
1036,stable,Bull Shoals Lake,late,8,0.054900089301717234,0.10299638193181063
1036,stable,Bull Shoals Lake,late,9,0.03344215097988042,0.10128863140830684
1036,stable,Bull Shoals Lake,late,10,0.0467949694382242,0.06410212782534974
1036,stable,Bull Shoals Lake,late,11,0.0473743460617145,0.037578310513856725
1036,stable,Bull Shoals Lake,late,12,0.08233938205850838,0.08110959765046628
1777,stable,Center Hill Lake,early,1,0.12882836390975153,0.1085753270442841
1777,stable,Center Hill Lake,early,2,0.1606746366282617,0.12081667293986531
1777,stable,Center Hill Lake,early,3,0.1542348292534238,0.14545570035440447
1777,stable,Center Hill Lake,early,4,0.1576830382370027,0.14035634172732364
1777,stable,Center Hill Lake,early,5,0.12159094537447943,0.12775735231667582
1777,stable,Center Hill Lake,early,6,0.030517127562347462,0.03839474140561653
1777,stable,Center Hill Lake,early,7,0.02845996379874059,0.05094443951921634
1777,stable,Center Hill Lake,early,8,0.019528219150721098,0.04854041820532667
1777,stable,Center Hill Lake,early,9,0.0275707587813598,0.04596526799134735
1777,stable,Center Hill Lake,early,10,0.018307693110870094,0.039975054023452784
1777,stable,Center Hill Lake,early,11,0.04008222535313084,0.04172042610652511
1777,stable,Center Hill Lake,early,12,0.11252219883991105,0.09149825836596216
1777,stable,Center Hill Lake,late,1,0.13851964978578762,0.14735796979287544
1777,stable,Center Hill Lake,late,2,0.1624065766304789,0.1415892009759686
1777,stable,Center Hill Lake,late,3,0.13434849770802815,0.15850459969810843
1777,stable,Center Hill Lake,late,4,0.1298467015788688,0.10454651393800313
1777,stable,Center Hill Lake,late,5,0.06877033043452715,0.0905545820350199
1777,stable,Center Hill Lake,late,6,0.032859399193234384,0.03266579039481977
1777,stable,Center Hill Lake,late,7,0.044477415783532905,0.0477698067733957
1777,stable,Center Hill Lake,late,8,0.02061986121317402,0.023805667665867995
1777,stable,Center Hill Lake,late,9,0.028213902537969935,0.027701818605496923
1777,stable,Center Hill Lake,late,10,0.036376373703011215,0.046430430955585474
1777,stable,Center Hill Lake,late,11,0.05532188274774946,0.04966917166689926
1777,stable,Center Hill Lake,late,12,0.14823940868363744,0.12940444749795932
1655,stable,Caesar Creek Lake,early,1,0.14264351648511545,0.12026158021823793
1655,stable,Caesar Creek Lake,early,2,0.11690706678995313,0.13943257040507878
1655,stable,Caesar Creek Lake,early,3,0.17739652821494073,0.14416461106456377
1655,stable,Caesar Creek Lake,early,4,0.11789197705208193,0.11847463585365364
1655,stable,Caesar Creek Lake,early,5,0.12256218172829686,0.12016849565130637
1655,stable,Caesar Creek Lake,early,6,0.0940612141936921,0.10136623648967409
1655,stable,Caesar Creek Lake,early,7,0.02511856312768752,0.02406812483835392
1655,stable,Caesar Creek Lake,early,8,0.009517314754984053,0.012546940222476708
1655,stable,Caesar Creek Lake,early,9,0.02602163256107234,0.03215350572007714
1655,stable,Caesar Creek Lake,early,10,0.030910066244133998,0.03904455843153475
1655,stable,Caesar Creek Lake,early,11,0.04199963709245398,0.05418583368673209
1655,stable,Caesar Creek Lake,early,12,0.09497030175558792,0.0941329074183107
1655,stable,Caesar Creek Lake,late,1,0.1067938993007612,0.12322185553791389
